"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related","perp.cat"
"383",200211260005,2002,11,26,"",0,"",217,"United States",1,"North America","Pennsylvania (U.S. State)","Erie",42.129445,-80.085239,1,0,"","11/26/2002: Earth Liberation Front (ELF) claimed responsibility for an arson at the Mindek Brothers Fur Farm in Erie, Pennsylvania, U.S.A.. The flames destroyed a barn at the farm but caused no injuries. In their claim of responsibility, the groups stated that this farm was responsible for the deaths of ""thousands of innocent creatures yearly.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",9,"Farm/Ranch","Midnick Brothers Mink Farm","The Midnick Brothers Mink Farm in Eerie, Pennsylvania",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth Liberation Front (ELF)","","","","","","The perpetrators were opposing the slaughter of animals for fur.",0,NA,NA,NA,0,1,4,"E-mail",NA,NA,"",NA,NA,"",-9,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"A barn was destroyed in the attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Activists Blamed in Mink Farm Fire,"" Calgary Herald, December 4, 2002.","Dan Nephin, ""Environmental, animal-rights groups claim responsibility for mink farm fire,"" The Associated Press, December 4, 2002.","","CETIS",0,1,0,1,"","eco-terror"
"384",200301010016,2003,1,1,"",0,"",217,"United States",1,"North America","Pennsylvania (U.S. State)","Girard",42.001804,-80.315408,1,0,"","01/01/2003: Jugs of gasoline, which were set under three vehicles at Bob Ferrando Ford Lincoln Mercury in Girard, Pennsylvania, U.S.A. were set ablaze. Two pickup trucks, one sport utility vehicle (SUV) and a car were destroyed. The Earth Liberation Front (ELF) claimed responsibility for the attack, claiming that it targeted SUVs in a fight ""to remove the profit motive from the killing of the natural environment.""",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",4,"Multinational Corporation","Bob Feranno Ford Lincoln Mercury Dealership","The Bob Feranno Ford Lincoln Mercury Dealership in Girard, Pennsylvania",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth Liberation Front (ELF)","","","","","","The perpetrators wanted to ""remove the profit motive from the killing of the natural environment.""",0,NA,NA,NA,0,1,4,"E-mail",NA,NA,"",NA,NA,"",-9,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","The perpetrators started the fires using jugs of gasoline.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",90000,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Dan Nephin, ""Group's eco-terrorism frustrates police, victims in northwestern Pennsylvania,"" The Associated Press, October 11, 2002.","Natalie Pompilio, ""Environmental group takes responsibility for Pa. attacks; On its Web site, the Earth Liberation Front says it has struck from Phila. to Erie County"" Philadelphia Inquirer, November 21, 2003.","","CETIS",0,1,0,1,"","eco-terror"
"385",200301200008,2003,1,20,"",0,"",217,"United States",1,"North America","Washington (U.S. State)","Seattle",47.60356,-122.329439,1,0,"at McDonald's fast food restaurant on 5th Avenue North, across from the Space needle","01/20/2003: Earth Liberation Front (ELF) member, Christopher McIntosh, admitted to setting fire to the McDonald's fast-food restaurant across from the Space needle in Seattle, Washington in the United States.  McIntosh climbed onto the roof of the restaurant and poured several gallons of gasoline over it, before igniting the fuel; the arson caused $5,000 in damages, but there were no casualties in the incident.  After setting the fire, McIntosh called the Seattle arson tip line and left a message claiming the incident in the name of both ELF and ALF, and stated that more incidents were to come, ""as long as McDonald's keeps hurting our furry brothers.""  He was linked to the fire due to spray paint and sunglasses left at the scene.  In December 2005, McIntosh was sentenced to 8 years in prison after pleading guilty to charges in September of that year.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",4,"Multinational Corporation","McDonald's fast food restaurants","McDonald's fast food restaurant across the street from the Space needle in Seattle, WA",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth Liberation Front (ELF)","","","","","","McIntosh was against the destruction of the earth and the harm of animals,  which he believed McDonald's was promoting through their work.",0,NA,NA,1,1,1,2,"Call (post-incident)",NA,NA,"",NA,NA,"",NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","several gallons of gasoline ignited",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",5000,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","Paul Shukovsky, ""Arsonist gets 8 years for McDonald's fire; Activist tells judge of desire to help earth,"" Seattle Post-Intelligencer, December 17, 2005.","""Guilty plea in Seattle McDonald's fire,"" United Press International, September 27, 2005.","Peter Lewis, ""8-year sentence for 2003 arson at eatery,"" Seattle Times, December 17, 2005.","Eco Project 2010",0,1,0,1,"","eco-terror"
"386",200303030004,2003,3,3,"",0,"",217,"United States",1,"North America","California (U.S. State)","Chico",39.73201,-121.841985,1,0,"","03/03/2003: An employee found two incendiary devices near the back door of a McDonald's restaurant in Chico, California, U.S.A.. Animal Liberation Front two notes claiming responsibility and the group's name was written in red spray paint on the exterior of the building, along with the slogans, ""Meat is murder"" and ""Species Equality."" No one was injured.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",4,"Multinational Corporation","McDonald's Corporation","A McDonalds restaurant in Chico, California",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Animal Liberation Front (ALF)","","","","","","The perpetrators were protesting the eating of meat at the restaurant.",0,NA,NA,NA,0,1,5,"Note left at scene",NA,NA,"",NA,NA,"",-9,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Two, one-gallon plastic milk containers filled with flammable liquid were used in the attack.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"The exterior of the building was vandalized with red spray paint.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"The two notes claiming responsibility were left at a pay phone near the restaurant and at a Chico weekly newspaper.","Sam Stanton and Denny Walsh, “Two Incidents Stir Terrorism’s Specter,” Sacramento Bee, March 4, 2003.","“News in Brief from Northern California,” The Associated Press, March 4, 2003.","“PETA’s Violent Dream is Animal Liberation Front’s Reality, Says the Center for Consumer Freedom,” PR Newswire, March 4, 2003.","CETIS",0,1,0,1,"","eco-terror"
"387",200303100006,2003,3,10,"",0,"",217,"United States",1,"North America","California (U.S. State)","Chico",39.73201,-121.841985,1,0,"","03/10/2003: The Animal Liberation Front (ALF) claimed responsibility for attacking a McDonalds fast food restaurant in Chico, California, U.S.A. with burning debris. The premises were damaged by the fire and the words ""Liberation"" and ""ALF"" were spray-painted on the walls. This was the second attack on McDonalds restaurants in Chico that month (March 2003). ALF targets McDonalds, in part, because they are seen as a symbol of the U.S.A. corporate dominance and encroaching lifestyle, as well as for use of animal products.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",4,"Multinational Corporation","McDonald's Corporation","A McDonalds restaurant in Chico, California",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Animal Liberation Front (ALF)","","","","","","The group was protesting Mcdonald's negative impact on US lifestyle and the use of animals for food.",0,NA,NA,NA,0,1,5,"Note left at scene",NA,NA,"",NA,NA,"",-9,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"The words ""Liberation"" and ""ALF"" were spray painted on the walls.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Burgers make McDonald's target for ecoterrorists"", The Associated Press, April 25, 2003.","""Animal rights groups attacks on McDonald's, at-a-glance"" The Associated Press, April 25, 2003.","","CETIS",0,1,0,1,"","eco-terror"
"388",200303110010,2003,3,11,"",0,"",217,"United States",1,"North America","New Mexico (U.S. State)","Albuquerque",35.08418,-106.648639,1,0,"","03/11/2003: The Earth Liberation Front (ELF) is believed responsible for firebombing a McDonalds fast food restaurant in Albuquerque, New Mexico, U.S.A. The same day they also hit another McDonald's and an Arbys. No one was injured in the attack.",1,1,1,0,NA,"",1,1,0,3,"Bombing/Explosion",NA,"",NA,"",1,"Business",4,"Multinational Corporation","McDonald's Corporation","A McDonald's restaurant in Albuquerque",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Animal Liberation Front (ALF)","","","","","","Unknown",1,NA,NA,NA,0,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A firebomb was used in the attack.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Don Thompson, ""Burgers make McDonald's target for ecoterrorists,"" The Associated Press, April 25, 2003.","Jeff Proctor, ""Firebombs Hit local eateries,"" New Mexico Daily Lobo, June 12, 2003.","","CETIS",0,1,0,1,"200303110011, 200303110012","eco-terror"
"389",200303110011,2003,3,11,"",0,"",217,"United States",1,"North America","New Mexico (U.S. State)","Albuquerque",35.08418,-106.648639,1,0,"","03/11/2003: The Earth Liberation Front (ELF) is believed responsible for firebombing a McDonalds fast food restaurant in Albuquerque, New Mexico, U.S.A. The same day they also hit another McDonald's and an Arbys. No one was injured in the attack.",1,1,1,0,NA,"",1,1,0,3,"Bombing/Explosion",NA,"",NA,"",1,"Business",4,"Multinational Corporation","McDonald's Corporation","A McDonald's restaurant in Albuquerque",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Animal Liberation Front (ALF)","","","","","","Unknown",1,NA,NA,NA,0,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A firebomb was used in the attack.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Don Thompson, ""Burgers make McDonald's target for ecoterrorists,"" The Associated Press, April 25, 2003.","Jeff Proctor, ""Firebombs Hit local eateries,"" New Mexico Daily Lobo, June 12, 2003.","","CETIS",0,1,0,1,"200303110010, 200303110012","eco-terror"
"390",200303110012,2003,3,11,"",0,"",217,"United States",1,"North America","New Mexico (U.S. State)","Albuquerque",35.08418,-106.648639,1,0,"","03/11/2003: The Earth Liberation Front (ELF) is believed responsible for firebombing an Arbys fast food restaurant in Albuquerque, New Mexico, U.S.A.. The same day they also hit two McDonald's restaurants. No one was injured in the attack.",1,1,1,0,NA,"",1,1,0,3,"Bombing/Explosion",NA,"",NA,"",1,"Business",4,"Multinational Corporation","Arby's Corporation","An Arby's restaurant in Albuquerque",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Animal Liberation Front (ALF)","","","","","","Unknown",1,NA,NA,NA,0,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A firebomb was used in the attack.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Don Thompson, ""Burgers make McDonald's target for ecoterrorists,"" The Associated Press, April 25, 2003.","Jeff Proctor, ""Firebombs Hit local eateries,"" New Mexico Daily Lobo, June 12, 2003.","","CETIS",0,1,0,1,"200303110010, 200303110011","eco-terror"
"391",200303170005,2003,3,17,"",1,"3/19/2003",217,"United States",1,"North America","District of Columbia","Washington",38.89037,-77.031959,1,0,"National Mall","3/17/2003: Dwight Watson, a tobacco farmer from North Carolina, drove a tractor through the Constitution Gardens in Washington D.C., United States and partially submerged his vehicle into a pond.  He claimed that he had an Organophosphate bomb.  DC traffic was paralyzed as streets in an eight block radius were shut down and the Federal Reserve building, Interior Department building, National Academy of Sciences, and Vietnam War Memorial were closed as well.  Watson surrendered to authorities forty-seven hours after the incident began.  It turned out that the bomb was a hoax, however the tractor caused around $1,000 in damage to the gardens.  Watson believed that the tobacco policies of the United States government were unfair to the tobacco farmer and he was trying to bring nationwide attention to the policies that he maintained ruined him financially.",1,1,1,0,NA,"",0,0,0,3,"Bombing/Explosion",7,"Facility/Infrastructure Attack",NA,"",2,"Government (General)",21,"Government Building/Facility/Office","National Mall","Constitution Gardens",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","To bring nationwide attention to how the tobacco policies of the United States government were unfair to the tobacco farmer",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,7,"Fake Weapons",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Fake organophosphate bomb in a box that was actually just two aerosol cans and Raid insecticide",0,0,0,0,0,0,1,2,"Major (likely > $1 million but < $1 billion)",NA,"Tractor damaged the Constitution Gardens. DC streets and federal buildings shut down.",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The incident began around 12:00 PM on March 17, 2003.  The monetary effect of closing down DC streets and federal buildings  for two days is unknown.  During the standoff with the police on the National Mall, Dwight Watson also told authorities that he placed similar explosives near a billboard for a tobacco company on Interstate 95 in Richmond, Virginia and behind the Marine Corps Museum in Washington, DC. No explosives were found at either site.","Derrill Holly, ""Man Claiming To Have Explosives Holds Police At Bay Near Washington Monument,"" Associated Press, March 18, 2003.","Gill Klein and David Rice, ""N.C. Farmer Declares War - On U.S. Tobacco Policy.  He Drives His Tractor Into Pond, Ties Up Washington,"" Winston-Salem Journal, March 19, 2003.","""Farmer Convicted in Tractor Protest,"" St. Petersburg Times,"" September 27, 2003.","Hewitt Project",-9,-9,0,-9,"",NA
"392",200303210008,2003,3,21,"",0,"",217,"United States",1,"North America","Michigan (U.S. State)","Ann Arbor",42.281875,-83.748479,1,0,"at a luxury home under construction on Brittanie Drive in the Mystic Forest subdivision in Superior Township, MI","3/21/2003: Members of the Earth Liberation Front (ELF) are believed to be responsible for setting arson to a luxury home under construction in Superior Township, Michigan, in the United States. The construction of the home was completely destroyed.  The house would have been worth  about $ 500,000 after completion.  An anti-sprawl message and the initials ELF were spray painted at the scene of the fire. ELF indirectly claimed responsibility for the incident on their website and stated that luxury projects are ""accelerating the destruction of forested areas, wetlands and other areas of environmental concern across North America.""  This incident is linked to a similar arson of another luxury home at a nearby street in the Mystic Forest subdivision on the same day (321032).",1,1,1,0,NA,"",1,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",12,"Construction","luxury home under construction","luxury home under construction in the Mystic Forest subdivision in Superior Township, MI",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth Liberation Front (ELF)","","","","","","The perpetrators wanted to demonstrate their opposition to the destruction of forested areas, wetlands and other areas of environmental concern across North America.",0,NA,NA,-99,-99,1,5,"Note left at scene",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",-99,"completely destroyed construction of the homes, which would have been valued at $500,000 after completion",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The arson was reported at about 3:00am. This incident is linked to the arson of another luxury home at a nearby street on the same day (321032).","Bree Fowler, ""Authorities look into potential eco-terrorist link to home fires,"" The Associated Press, June 4, 2003.","""Earth Liberation front says it torched houses,"" The Associated Press, May 27, 2003.","Maryanne George, ""Investigators Link Militants to Washtenaw County, Mich., House Fires,"" Detroit Free Press, May 27, 2003.","Eco Project 2010",0,1,0,1,"200303210009","eco-terror"
